id,title,summary,source,published_date,url,category,full_text,dedup_flag,dedup_method,score_domain,score_deal,score_recency,deal_type_detected,relevance_score,credibility_score,source_tier,credibility_flag,link_valid,link_status,link_check_note,ai_summary,company,deal_value
ART0329,Sequoia Capital Invests in Epigamia Greek Yogurt Brand,"Sequoia Capital India has led a Series C funding round of ₹200 crore in Epigamia, the premium Greek yogurt and protein desserts brand. The investment will fuel product expansion and offline retail distribution across Tier-1 and Tier-2 cities.",Reuters,2021-09-10,https://www.reuters.com/business/retail-consumer/pepsico-buys-siete-foods-mexican-heritage-brand-2024-10-07/,,"Sequoia Capital Invests in Epigamia Greek Yogurt Brand. Sequoia Capital India has led a Series C funding round of ₹200 crore in Epigamia, the premium Greek yogurt and protein desserts brand. The investment will fuel product expansion and offline retail distribution across Tier-1 and Tier-2 cities.",original,exact_title_hash + tfidf_cosine (threshold=0.2),2.0,10.0,0.0,Investment,21.0,9,1,Tier 1 – verified outlet,True,401,Trusted domain with HTTP 401 (possible paywall — accepted),"Sequoia Capital Invests in Epigamia Greek Yogurt Brand Sequoia Capital India has led a Series C funding round of ₹200 crore in Epigamia, the premium Greek yogurt and protein desserts brand",Epigamia,₹200 crore
ART0430,Hindustan Unilever and Dabur Form Joint Venture in Home Care,Hindustan Unilever Limited and Dabur India have announced a joint venture to co-develop and market home care products targeting the value segment in rural India. The JV will leverage HUL's manufacturing and Dabur's rural distribution network.,Economic Times,2023-11-15,https://economictimes.indiatimes.com/industry/cons-products/fmcg/emami-acquires-dermicool-brand-reckitt-benckiser/articleshow/72345678.cms,,Hindustan Unilever and Dabur Form Joint Venture in Home Care. Hindustan Unilever Limited and Dabur India have announced a joint venture to co-develop and market home care products targeting the value segment in rural India. The JV will leverage HUL's manufacturing and Dabur's rural distribution network.,original,exact_title_hash + tfidf_cosine (threshold=0.2),8.0,5.0,0.0,Joint Venture,20.0,7,2,Tier 2 – verified outlet,True,403,Trusted domain with HTTP 403 (possible paywall — accepted),Hindustan Unilever and Dabur Form Joint Venture in Home Care Hindustan Unilever Limited and Dabur India have announced a joint venture to co-develop and market home care products targeting the value segment in rural India,Unilever,
ART0499,Hershey Acquires Dot's Pretzels and Pretzels Inc.,"The Hershey Company has agreed to acquire Dot's Pretzels and Pretzels Inc. for a combined $1.2 billion. The deal diversifies Hershey beyond confectionery into the savory snacking segment, creating a more balanced salty and sweet snacks portfolio.",Reuters,2021-12-20,https://www.reuters.com/business/procter-gamble-acquires-native-natural-deodorant-brand-2017-11-10/,,"Hershey Acquires Dot's Pretzels and Pretzels Inc.. The Hershey Company has agreed to acquire Dot's Pretzels and Pretzels Inc. for a combined $1.2 billion. The deal diversifies Hershey beyond confectionery into the savory snacking segment, creating a more balanced salty and sweet snacks portfolio.",original,exact_title_hash + tfidf_cosine (threshold=0.2),5.0,6.0,0.0,Acquisition,20.0,9,1,Tier 1 – verified outlet,True,401,Trusted domain with HTTP 401 (possible paywall — accepted),Hershey Acquires Dot's Pretzels and Pretzels Inc. The Hershey Company has agreed to acquire Dot's Pretzels and Pretzels Inc. for a combined $1.2 billion,Hershey,$1.2 billion
ART0392,Kellogg's Acquires Rxbar Protein Bar for $600 Million,"Kellogg Company has agreed to acquire Rxbar, the clean-label protein bar company, for $600 million. Rxbar's transparent minimal-ingredient approach has resonated with health-conscious consumers and represents Kellogg's expansion into better-for-you snacking.",Reuters,2017-10-06,https://www.reuters.com/business/campbells-acquires-sovos-brands-rao-homemade-sauce-2023-08-08/,,"Kellogg's Acquires Rxbar Protein Bar for $600 Million. Kellogg Company has agreed to acquire Rxbar, the clean-label protein bar company, for $600 million. Rxbar's transparent minimal-ingredient approach has resonated with health-conscious consumers and represents Kellogg's expansion into better-for-you snacking.",original,exact_title_hash + tfidf_cosine (threshold=0.2),6.0,5.0,0.0,Acquisition,20.0,9,1,Tier 1 – verified outlet,True,401,Trusted domain with HTTP 401 (possible paywall — accepted),"Kellogg's Acquires Rxbar Protein Bar for $600 Million Kellogg Company has agreed to acquire Rxbar, the clean-label protein bar company, for $600 million",Kellogg,$600 Million
ART0142,Nestlé Sells Skin Health Business for CHF 10.2 Billion,"Nestlé has completed the divestiture of its skin health business Galderma to a consortium led by EQT Partners for CHF 10.2 billion. The sale allows Nestlé to sharpen its focus on core nutrition, health science, and coffee businesses.",Bloomberg,2019-10-01,https://www.bloomberg.com/news/articles/2023-09-11/smuckers-hostess-twinkies,,"Nestlé Sells Skin Health Business for CHF 10.2 Billion. Nestlé has completed the divestiture of its skin health business Galderma to a consortium led by EQT Partners for CHF 10.2 billion. The sale allows Nestlé to sharpen its focus on core nutrition, health science, and coffee businesses.",original,exact_title_hash + tfidf_cosine (threshold=0.2),5.0,5.0,0.0,Divestiture,19.0,9,1,Tier 1 – verified outlet,True,404,"Trusted domain — article may have moved (HTTP 404, accepted)",Nestlé Sells Skin Health Business for CHF 10.2 Billion Nestlé has completed the divestiture of its skin health business Galderma to a consortium led by EQT Partners for CHF 10.2 billion,Nestlé,10.2 Billion
ART0139,Unilever Sells Ekaterra Tea Business for €4.5 Billion,"Unilever has completed the sale of its tea business Ekaterra — home to PG Tips, Lipton, and Brooke Bond brands — to CVC Capital Partners for €4.5 billion. The divestiture is part of Unilever's multi-year strategy to streamline its portfolio toward higher-growth personal care and beauty segments.",Financial Times,2022-07-01,https://www.cnbc.com/2024/03/14/pepsico-acquires-poppi-prebiotic-soda-brand.html,,"Unilever Sells Ekaterra Tea Business for €4.5 Billion. Unilever has completed the sale of its tea business Ekaterra — home to PG Tips, Lipton, and Brooke Bond brands — to CVC Capital Partners for €4.5 billion. The divestiture is part of Unilever's multi-year strategy to streamline its portfolio toward higher-growth personal care and beauty segments.",original,exact_title_hash + tfidf_cosine (threshold=0.2),5.0,5.0,0.0,Divestiture,19.0,9,1,Tier 1 – verified outlet,True,404,"Trusted domain — article may have moved (HTTP 404, accepted)",Unilever Sells Ekaterra Tea Business for €4.5 Billion The divestiture is part of Unilever's multi-year strategy to streamline its portfolio toward higher-growth personal care and beauty segments.,Unilever,€4.5 Billion
ART0109,Nestlé India Invests in Plant-Based Food Startup,"Nestlé India has made a strategic investment in Young Earth, a plant-based food startup, as part of its commitment to sustainable nutrition. The investment signals Nestlé's growing focus on plant-based proteins and alternative nutrition products in the Indian market.",Economic Times,2023-03-20,https://economictimes.indiatimes.com/industry/cons-products/fmcg/idf-invests-in-slurrp-farm-healthy-baby-food/articleshow/98765432.cms,,"Nestlé India Invests in Plant-Based Food Startup. Nestlé India has made a strategic investment in Young Earth, a plant-based food startup, as part of its commitment to sustainable nutrition. The investment signals Nestlé's growing focus on plant-based proteins and alternative nutrition products in the Indian market.",original,exact_title_hash + tfidf_cosine (threshold=0.2),6.5,5.0,0.0,Investment,18.5,7,2,Tier 2 – verified outlet,True,403,Trusted domain with HTTP 403 (possible paywall — accepted),"Nestlé India Invests in Plant-Based Food Startup Nestlé India has made a strategic investment in Young Earth, a plant-based food startup, as part of its commitment to sustainable nutrition",Nestlé,
ART0391,Reckitt Acquires Biofreeze Pain Relief Brand from Performance Health,"Reckitt has agreed to acquire Biofreeze, the topical pain relief brand from Performance Health, for approximately $350 million. The acquisition strengthens Reckitt's consumer health portfolio in the sports and pain management category.",Bloomberg,2019-03-21,https://www.bloomberg.com/news/articles/2024-01-15/unilever-minimalist-acquisition,,"Reckitt Acquires Biofreeze Pain Relief Brand from Performance Health. Reckitt has agreed to acquire Biofreeze, the topical pain relief brand from Performance Health, for approximately $350 million. The acquisition strengthens Reckitt's consumer health portfolio in the sports and pain management category.",original,exact_title_hash + tfidf_cosine (threshold=0.2),2.0,7.5,0.0,Acquisition,18.5,9,1,Tier 1 – verified outlet,True,404,"Trusted domain — article may have moved (HTTP 404, accepted)","Reckitt Acquires Biofreeze Pain Relief Brand from Performance Health Reckitt has agreed to acquire Biofreeze, the topical pain relief brand from Performance Health, for approximately $350 million",Reckitt,$350 million
ART0349,Pernod Ricard Acquires Sovereign Brands Portfolio,Pernod Ricard has agreed to acquire a portfolio of luxury spirits brands from Sovereign Brands to strengthen its ultra-premium spirits segment. The deal includes several celebrity-backed spirits brands with strong off-premise and on-premise distribution.,Financial Times,2023-06-22,https://www.livemint.com/companies/news/pepsico-india-invests-in-local-d2c-snack-startup/article456789.html,,Pernod Ricard Acquires Sovereign Brands Portfolio. Pernod Ricard has agreed to acquire a portfolio of luxury spirits brands from Sovereign Brands to strengthen its ultra-premium spirits segment. The deal includes several celebrity-backed spirits brands with strong off-premise and on-premise distribution.,original,exact_title_hash + tfidf_cosine (threshold=0.2),3.5,6.0,0.0,Acquisition,18.5,9,1,Tier 1 – verified outlet,True,404,"Trusted domain — article may have moved (HTTP 404, accepted)",Pernod Ricard Acquires Sovereign Brands Portfolio Pernod Ricard has agreed to acquire a portfolio of luxury spirits brands from Sovereign Brands to strengthen its ultra-premium spirits segment,Pernod Ricard,
ART0301,Bajaj Consumer Care Acquires Nomarks Skincare Range from Ozone,Bajaj Consumer Care has agreed to acquire the Nomarks skincare brand and product portfolio from Ozone Pharmaceuticals for an undisclosed sum. The acquisition strengthens Bajaj's skincare range alongside its established hair care business.,Mint,2019-11-07,https://www.livemint.com/companies/news/tata-consumer-products-acquires-capital-foods-ching-secret/article345678.html,,Bajaj Consumer Care Acquires Nomarks Skincare Range from Ozone. Bajaj Consumer Care has agreed to acquire the Nomarks skincare brand and product portfolio from Ozone Pharmaceuticals for an undisclosed sum. The acquisition strengthens Bajaj's skincare range alongside its established hair care business.,original,exact_title_hash + tfidf_cosine (threshold=0.2),3.5,7.5,0.0,Acquisition,18.0,7,2,Tier 2 – verified outlet,True,404,"Trusted domain — article may have moved (HTTP 404, accepted)",Bajaj Consumer Care Acquires Nomarks Skincare Range from Ozone Bajaj Consumer Care has agreed to acquire the Nomarks skincare brand and product portfolio from Ozone Pharmaceuticals for an undisclosed sum,Bajaj Consumer,
ART0034,Report: Nestlé Sells North American Water Brands for $4.3 Billion,"Nestlé has completed the sale of its North American water brands — including Poland Spring, Deer Park, and Arrowhead — to One Rock Capital Partners for $4.3 billion. The divestiture is part of Nestlé's strategic pivot toward higher-margin, premium water and nutrition products under its Nestlé Pure Life and Perrier brands.",Reuters,2021-02-17,https://www.reuters.com/business/procter-gamble-acquires-native-natural-deodorant-brand-2017-11-10/,,"Report: Nestlé Sells North American Water Brands for $4.3 Billion. Nestlé has completed the sale of its North American water brands — including Poland Spring, Deer Park, and Arrowhead — to One Rock Capital Partners for $4.3 billion. The divestiture is part of Nestlé's strategic pivot toward higher-margin, premium water and nutrition products under its Nestlé Pure Life and Perrier brands.",original,exact_title_hash + tfidf_cosine (threshold=0.2),3.5,5.0,0.0,Divestiture,17.5,9,1,Tier 1 – verified outlet,True,401,Trusted domain with HTTP 401 (possible paywall — accepted),"Report: Nestlé Sells North American Water Brands for $4.3 Billion The divestiture is part of Nestlé's strategic pivot toward higher-margin, premium water and nutrition products under its Nestlé Pure Life and Perrier brands.",Nestlé,$4.3 Billion
ART0429,IDF Invests in Slurrp Farm Healthy Baby Food Startup — Sources Confirm,"India Food Fund (IDF) has invested ₹30 crore in Slurrp Farm, the healthy baby and toddler food brand. The startup uses ancient grains and clean ingredients to create nutritious products for children. The funding will be used for product development and distribution expansion.",Financial Times,2022-11-08,https://economictimes.indiatimes.com/industry/cons-products/fmcg/godrej-consumer-products-divests-hair-colour-portfolio/articleshow/95432109.cms,,"IDF Invests in Slurrp Farm Healthy Baby Food Startup — Sources Confirm. India Food Fund (IDF) has invested ₹30 crore in Slurrp Farm, the healthy baby and toddler food brand. The startup uses ancient grains and clean ingredients to create nutritious products for children. The funding will be used for product development and distribution expansion.",original,exact_title_hash + tfidf_cosine (threshold=0.2),3.5,5.0,0.0,Investment,17.5,9,1,Tier 1 – verified outlet,True,403,Trusted domain with HTTP 403 (possible paywall — accepted),"IDF Invests in Slurrp Farm Healthy Baby Food Startup — Sources Confirm India Food Fund (IDF) has invested ₹30 crore in Slurrp Farm, the healthy baby and toddler food brand",Slurrp Farm,₹30 crore
ART0539,Danone Sells Horizon Organic and Earthbound Farm Brands,Danone has agreed to sell its Horizon Organic and Earthbound Farm brands to Platinum Equity as part of its ongoing portfolio simplification. The deal is valued at approximately $900 million and reflects Danone's focus on its core dairy and plant-based platforms.,Reuters,2022-07-08,https://www.reuters.com/business/retail-consumer/unilever-agrees-buy-minimalist-owner-good-glamm-group-2024-01-15/,,Danone Sells Horizon Organic and Earthbound Farm Brands. Danone has agreed to sell its Horizon Organic and Earthbound Farm brands to Platinum Equity as part of its ongoing portfolio simplification. The deal is valued at approximately $900 million and reflects Danone's focus on its core dairy and plant-based platforms.,original,exact_title_hash + tfidf_cosine (threshold=0.2),5.0,3.5,0.0,Divestiture,17.5,9,1,Tier 1 – verified outlet,True,401,Trusted domain with HTTP 401 (possible paywall — accepted),Danone Sells Horizon Organic and Earthbound Farm Brands The deal is valued at approximately $900 million and reflects Danone's focus on its core dairy and plant-based platforms.,Danone,$900 million
ART0374,PepsiCo India Invests in Local D2C Snack Startup,PepsiCo India has made a strategic investment in a local D2C snack startup as part of its broader innovation agenda. The investment provides PepsiCo with access to emerging snack formats and direct-to-consumer capabilities while supporting Indian entrepreneurship.,Mint,2023-08-22,https://www.livemint.com/companies/news/nestle-acquires-core-food-brand-australia-dairy/article234567.html,,PepsiCo India Invests in Local D2C Snack Startup. PepsiCo India has made a strategic investment in a local D2C snack startup as part of its broader innovation agenda. The investment provides PepsiCo with access to emerging snack formats and direct-to-consumer capabilities while supporting Indian entrepreneurship.,original,exact_title_hash + tfidf_cosine (threshold=0.2),4.0,5.0,0.0,Investment,16.0,7,2,Tier 2 – verified outlet,True,404,"Trusted domain — article may have moved (HTTP 404, accepted)",PepsiCo India Invests in Local D2C Snack Startup PepsiCo India has made a strategic investment in a local D2C snack startup as part of its broader innovation agenda,Pepsi,2
ART0451,Retail Tech Startup Nexus Raises $80M for AI-Powered Shelf Analytics,Nexus Retail AI has closed an $80 million Series C funding round to expand its AI-powered shelf analytics and demand forecasting platform. The company serves over 200 FMCG brands globally with real-time retail execution insights.,TechCrunch,2024-02-19,https://economictimes.indiatimes.com/industry/cons-products/fmcg/hindustan-unilever-acquires-minimalist-skincare-brand/articleshow/107235812.cms,,Retail Tech Startup Nexus Raises $80M for AI-Powered Shelf Analytics. Nexus Retail AI has closed an $80 million Series C funding round to expand its AI-powered shelf analytics and demand forecasting platform. The company serves over 200 FMCG brands globally with real-time retail execution insights.,original,exact_title_hash + tfidf_cosine (threshold=0.2),1.5,7.5,0.0,Investment,14.0,5,3,Tier 3 – verified outlet,True,403,Trusted domain with HTTP 403 (possible paywall — accepted),Retail Tech Startup Nexus Raises $80M for AI-Powered Shelf Analytics Nexus Retail AI has closed an $80 million Series C funding round to expand its AI-powered shelf analytics and demand forecasting platform,TechCrunch,$80M
